Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GAD_DISEASE	multiple sclerosis	79	3.84990253411306	4.028142863220648E-9	RPL5, CCNH, MPG, PRF1, PTPN22, CBLB, COMT, NR3C1, CTSS, MT-ND1, MT-ATP6, CASP8, RGS1, CASP3, STMN1, TNFSF10, CTLA4, TRIM26, JAK1, IFNAR2, IL4R, PARP1, RFC1, IFNGR1, DUSP1, HLA-B, HLA-C, TAP1, HLA-A, HLA-F, TNFRSF1B, TNFRSF1A, MT-CO2, HLA-DQB1, PAFAH1B1, IFNAR1, SELPLG, PRKDC, DCTN1, GLO1, SH2D2A, CXCR4, SPG7, HSPD1, HLA-DMA, CCL5, UCP2, IL21R, MBP, CD58, ICOS, HLA-DQA1, MBD4, XRCC6, TGFB1, XRCC5, STAT1, STAT3, RPA1, HELZ, CFLAR, MT-ATP8, PSMB8, PSMB9, XAB2, CD4, CD6, PRKRA, APEX1, RPA3, IL2RB, HLA-DPB1, CD28, HLA-DRA, BAX, FAS, TMEM39A, HLA-DRB1, HSPA1B	1335	387	12924	1.9762041634004008	1.3413625651770289E-5	1.3413715734524759E-5	1.2966591876707265E-5
GAD_DISEASE	hepatitis B	20	0.9746588693957114	1.809981348884618E-8	TGFB1, IL4R, IFNGR1, STAT1, HLA-B, HLA-C, TAP1, ADAR, HLA-A, PSMB8, PSMB9, ELF2, IRF1, CCL5, HLA-DPB1, GBP2, HLA-DQA1, HLA-DRB1, JAK1, HLA-DQB1	1335	44	12924	4.4004085801838615	6.027056327972957E-5	3.013618945892889E-5	2.9131649810297926E-5
GAD_DISEASE	Autoimmune Diseases	14	0.682261208576998	6.052147380967865E-8	HLA-B, HLA-C, PTPN22, HLA-A, YDJC, IFI16, ELMO1, STAT4, CD247, YPEL5, PTPN2, HLA-DQA1, HLA-DRB1, HLA-DQB1	1335	23	12924	5.8927210552027365	2.0151620684194516E-4	5.056886867755362E-5	4.888323972163516E-5
GAD_DISEASE	Lupus Erythematosus, Systemic	67	3.2651072124756335	6.07433857988632E-8	PPP1R11, PPP1R10, PHF1, TNFAIP3, PTPN22, IKZF1, PRDM1, WDR46, ETS1, PPP1R18, UBE2L3, MECP2, PTTG1, RPS18, CWC22, CTLA4, TRIM26, TRIM27, CLIC1, ACP1, NELFE, HLA-DPA1, ABT1, DAXX, RING1, HLA-B, HLA-C, TAP1, IL16, HLA-A, HLA-F, TNFRSF1B, GNL1, HLA-E, ELF1, TMX1, CSNK2B, RPP21, IRF7, LTB, PFDN6, HLA-DQB1, CUTA, ATF6B, RNF5, HLA-DMA, NEU1, IL21R, STAT4, HLA-DQA1, ABCF1, TGFB1, STAT1, PUM1, PSMB8, PSMB9, PRRC2A, SETX, NFKBIA, TNIP1, BHLHE40, HLA-DPB1, HLA-DRA, CD247, MYD88, HLA-DRB1, HSPA1B	1335	327	12924	1.9835480878259975	2.0225502443771415E-4	5.056886867755362E-5	4.888323972163516E-5
GAD_DISEASE	Acquired Immunodeficiency Syndrome|Disease Progression	144	7.017543859649122	1.0152002881778761E-7	HDDC2, ISCA1, PANK2, NDUFA12, UXS1, RPL34, NDUFA10, GHITM, COMT, RPL10A, PHB2, GLS, TXN2, NFU1, RPS14, AKR7A2, CHCHD3, SCP2, FAM162A, FTH1, CHCHD7, ACAA1, TMEM14C, PHYKPL, CMC1, HLA-B, TAP1, MUL1, SDHC, SDHD, TUFM, ACLY, MTHFD2, CLPP, ETHE1, RAB35, FDX1, UQCRC1, FKBP8, TFAM, YME1L1, SUCLG1, VDAC1, LAP3, AURKAIP1, ISCU, DAP3, IDI1, COX16, DIABLO, COX17, HTRA2, AK3, COX7A2, PRDX3, LDHB, DGUOK, GRPEL1, NDUFV2, HSPA9, FIS1, PRELID1, NRDC, GOT2, MRPL27, MRPL28, FAM136A, PRDX6, CS, GLUD1, ARMC10, TMEM11, OGDH, CYCS, ACO2, GRSF1, COX20, MRPS16, ETFA, TRIAP1, MRPL32, CASP8, C1QBP, IDH3B, TSPO, RAB8B, ADSL, MRPS26, GPX4, NCOA4, MRPS23, NME2, MRPL49, NME3, MRPS7, COQ10B, MRPL43, RHOA, HADHB, VAMP8, HADHA, NDUFS3, HAGH, CCDC90B, STOML2, OAT, ECHS1, POLDIP2, NDUFB3, DLST, GLRX, UQCR11, SPG7, MAT2B, PDHB, PPM1K, UQCR10, MRPL54, TMEM70, HSPD1, TBRG4, NT5C, OXCT1, UCP2, ROMO1, ABCF2, BID, TIMM8B, DUT, TIMMDC1, TXNRD1, NDUFA2, RPL35A, HSPE1, GFER, RAB11A, RAB11B, SOD1, GLOD4, TOMM7, OCIAD1, BAX, SSBP1, SLIRP	1335	909	12924	1.5336077427967514	3.380045767347184E-4	6.761233919264655E-5	6.535859455289165E-5
GAD_DISEASE	Arthritis, Rheumatoid|	36	1.7543859649122806	4.0918396606188825E-7	TNFAIP3, ICAM3, PTPN22, CD3G, PRDM1, NR3C1, RELB, STAT4, CTLA4, TNFRSF14, CD58, HLA-DQA1, TGFB1, IL4R, PARP1, RFC1, TRAF1, TNFRSF1B, NFKB1, PRRC2A, NFKB2, CD2, NFKBIA, CDK6, TNIP2, REL, CD28, TAX1BP1, HLA-DRA, PRKCQ, CD69, CD247, PTPN2, HLA-DRB1, HLA-DQB1, NFKBIB	1335	139	12924	2.5072831622342577	0.001361654991130834	2.2709710116434797E-4	2.1952719779220304E-4
GAD_DISEASE	Myasthenia Gravis	11	0.5360623781676412	5.936569729379535E-7	LGALS1, IL2RB, HLA-B, HLA-C, CTLA4, PTPN22, HLA-A, NR3C1, HLA-DRB1, HLA-DQA1, HLA-DQB1	1335	16	12924	6.65561797752809	0.0019749255696632773	2.8241110284048357E-4	2.7299739941246743E-4
GAD_DISEASE	rubella vaccine response	8	0.3898635477582846	8.960936386803352E-7	HLA-B, HLA-DPB1, HLA-C, HLA-A, HLA-DRB1, HLA-DQA1, HLA-DPA1, HLA-DQB1	1335	8	12924	9.680898876404495	0.0029795454710705993	3.729989771006895E-4	3.605656778639999E-4
GAD_DISEASE	diabetes, type 1	43	2.0955165692007798	1.3446477532987571E-6	SEL1L, ADK, PTPN22, CBLB, CD3E, ETS1, SOCS1, PSMB1, IL21R, CTLA4, ACP1, B2M, CD55, HLA-DQA1, HLA-DPA1, DAXX, G6PD, TGFB1, IL4R, PARP1, HLA-B, HLA-C, TAP1, HLA-A, TNFRSF1B, PSMB8, NFKB1, PSMB9, TNFRSF1A, PRRC2A, NFKBIA, CD4, LCK, IRF1, HLA-DPB1, CD28, HLA-DRA, CD48, TNFRSF25, PDCD2, HSPA1B, HLA-DRB1, HLA-DQB1	1335	190	12924	2.1909402720283855	0.004467670165463011	4.975196687205402E-4	4.809356797631888E-4
GAD_DISEASE	Multiple Sclerosis, Relapsing-Remitting	12	0.5847953216374269	1.8018905897355392E-6	IFNAR2, TGFB1, STAT3, HLA-B, HLA-C, ADAM10, ADAR, HLA-A, CD58, HLA-DRB1, HLA-DQA1, HLA-DQB1	1335	21	12924	5.531942215088283	0.005982335214776868	5.938500471097352E-4	5.740550455394106E-4
