Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
BIOGRID_INTERACTION	330:baculoviral IAP repeat containing 3(BIRC3)	203	25.0	1.2011577001812112E-64	TCERG1, HNRNPU, PPP2R2A, CCAR2, UBE2L3, NUDT4, CCAR1, PSMD8, GOLGA4, PPP2R1A, PSMD3, BSG, SRRM2, SACM1L, SCAMP3, SCAMP2, MYL6, PPA1, GRWD1, PSME3, UQCRC1, VDAC1, HPRT1, FLII, CTR9, NOLC1, IQGAP1, GSPT1, MYL12A, PRDX3, LDHB, LARP1, RDH11, PRKAR2A, LYAR, ZRANB2, ST13, XRCC5, SMARCA5, AIMP1, HNRNPL, CCT6A, CS, SNW1, REL, RNPS1, FARSA, GPI, ARF1, ZFAND2A, OLA1, TRIM4, C1QBP, SEC61B, RAC1, IKBKG, JARID2, SPTAN1, CCT3, CAP1, CCT2, DBNL, ANXA5, ZFR, AP3B1, PRPF40A, BAZ1B, GNL3, SLC7A5, HADHA, SLTM, HNRNPH1, CANX, TKT, GART, RAB7A, SF3B2, CXCR4, DLST, PPP2CA, LIMA1, LMAN1, LMAN2, PSMB1, FLNA, CCT4, BCAP31, RPA1, RAB11A, PHF5A, PSMC3, PSMC1, CAPZA1, TTC3, CAPZA2, MPHOSPH8, BCCIP, ACTG1, ARHGDIA, CWC22, ZNF207, AP2M1, RAB2A, IK, ATP1B3, PGD, ACLY, ILF3, EBNA1BP2, PRPF6, TMX1, PSPC1, SRSF3, CHMP4B, PPIB, SNRNP200, SRSF7, KPNB1, SRSF9, COPB2, LRRC59, DDX6, KHDRBS1, PSMD11, PSMD14, GLO1, HTRA2, RTN4, RAP1B, STIP1, G3BP2, BRIX1, ZC3H15, HSPA8, CPSF7, CBX3, FUS, EEF2, COPS3, ARPC2, CNOT1, CDK4, EIF4G1, YWHAE, HSP90AB1, CALCOCO2, CCDC47, HSPB1, PSIP1, ELAVL1, LMNB1, RBM4, SART3, CASP8, CASP3, IDH3B, LBR, ACTR2, ADSL, PDCD6IP, TRAF1, SAFB, RANGAP1, TNFRSF1B, DDX50, DDOST, TNFRSF1A, DNAJC7, TRAF3, IRF1, MYH9, LUC7L3, DNAJC9, RAB1A, PRPS1, USP15, DDX24, POLDIP2, VPS4A, DDX21, MAT2A, PABPN1, ABCF2, DCAF13, ABCF1, NOP56, PTPN1, DUT, NOP58, CDC5L, NAP1L1, CFLAR, DEK, ATP2B1, SNRNP40, VAPA, EIF3L, IMPDH2, GLOD4, EIF3I, EIF3H, SSBP1, RBMX	807	1320	19712	3.7564642709624123	1.9184890787294305E-60	1.9184890787294305E-60	1.6537539216094917E-60
BIOGRID_INTERACTION	9343:elongation factor Tu GTP binding domain containing 2(EFTUD2)	197	24.261083743842367	1.8802103431087676E-57	TCERG1, HNRNPU, PPP2R2A, PWP1, CCAR2, UBE2L3, PSMD9, GOLGA4, LGALS1, PPP2R1A, PSMD3, ARL6IP4, SKP1, FNBP4, SRRM2, STARD7, CDC40, EML4, MYL6, EWSR1, PPA1, GRWD1, PSME3, FLII, CTR9, NOLC1, C9ORF78, IQGAP1, RTF1, HTATSF1, GSPT1, MYL12A, PRPSAP1, PRDX3, LDHB, SNX1, LARP1, PCBP2, RSU1, LYAR, S100A10, ZRANB2, XRCC5, SMARCA5, UPF3B, SRPK1, AIMP1, CCT6A, SNW1, WNK1, NMT1, PAF1, RNPS1, FARSA, CALM1, GPI, MRPS16, CCDC124, OLA1, PQBP1, AKAP13, C1QBP, AP3S1, SPTAN1, NELFE, CCT3, CCT2, MRPS26, ANXA1, MRPS23, AP3B1, MRPS7, DYNLL1, SRP9, GNL3, HADHA, HNRNPH1, CSDE1, CANX, TKT, GART, SF3B2, SF3B6, PPP2CA, FLNA, NCDN, CCT4, SF3A2, RPA1, TTC1, AP2B1, PSMC3, PSMC1, CAPZA1, APEX1, RPA3, CAPZA2, PDCD6, ACTG1, YY1, PPP1CB, KPNA4, AP2M1, KPNA1, IK, WBP11, ACLY, MORF4L1, ILF3, EBNA1BP2, PRPF6, PSPC1, MORF4L2, SRSF3, CHMP4B, PPIB, SNRNP200, SRSF7, KPNB1, COPB2, LRRC59, DDX6, RAB5C, GTF2E2, STIP1, G3BP2, ISOC1, BRIX1, ZC3H15, HSPA8, SDF2L1, CBX3, FUS, EEF2, LSM8, COPS5, GCLM, EIF4G1, YWHAE, ACADVL, HSP90AB1, CCDC47, HP1BP3, ILK, DPY30, HSPB1, PSIP1, RBM4, LASP1, SART3, YWHAQ, PPP6R3, ADSL, PDCD6IP, BUD31, RANGAP1, TSN, DDOST, PATL1, TBC1D4, IRF7, MYH9, LUC7L3, DNAJC9, LUC7L2, PRPS1, DDX24, POLDIP2, DDX23, DDX21, PPM1G, MAT2A, IFI16, ABCF2, ABCF1, NOP56, DUT, NOP58, PDAP1, CDC5L, NAP1L1, DEK, NAP1L4, CUL4A, SNRNP40, VAPA, EIF3L, IMPDH2, GLOD4, EIF3I, EIF3J, EIF3H, SSBP1, EIF3F, RBMX, SMAP1, METAP2	807	1374	19712	3.502165368888312	3.003071960013324E-53	1.501535980006662E-53	1.2943368001960756E-53
BIOGRID_INTERACTION	57664:pleckstrin homology domain containing A4(PLEKHA4)	298	36.69950738916256	6.157617273236667E-55	TCERG1, HNRNPU, PPP2R2A, CCAR2, UBE2L3, NUBP2, CCAR1, PSMD8, PSMD9, RNF114, TBK1, PPP2R1A, PSMD3, SKP1, SRRM2, MBNL1, PRKCH, SACM1L, CSNK1D, CDC40, SCAMP3, SCAMP2, MYL6, RNF126, MTHFD2, EWSR1, PPA1, GRWD1, PSME3, UQCRC1, TBPL1, VDAC1, PRKCQ, HPRT1, VPS28, MEAF6, FLII, CTR9, NOLC1, TWF1, IQGAP1, HNRNPLL, GSPT1, CIAO1, PRPSAP1, PRDX3, LDHB, SNX1, LARP1, RDH11, PCBP2, RSU1, LYAR, ZRANB2, XRCC5, SMARCA5, IRF2BP2, UPF3B, SRPK1, PUM2, AIMP1, HNRNPL, CCT6A, CS, SNW1, WNK1, PAF1, RNPS1, FARSA, DCP1B, GPI, ARF1, TRAM1, MRPS16, GPAA1, AATF, UBL5, ZMYM2, ACTR1B, TRIM4, C1QBP, AP3S1, SEC61B, RAC1, IKBKG, SPTAN1, NELFE, CCT3, CAP1, ELOVL1, CCT2, DBNL, ZFR, NME3, AP3B1, PRPF40A, KIF22, BAZ1B, MRPS7, DYNLL1, MRPL43, SRP9, LRRC41, GAK, HADHA, SLTM, HNRNPH1, CSDE1, CANX, TKT, GART, MAPRE2, DCP2, PAFAH1B1, SF3B2, GRAMD1A, SF3B6, TMEM70, GNAI2, PPP2CA, LIMA1, LMAN1, PSMB3, PSMB1, CLPTM1, FLNA, BID, CCT4, YTHDF2, CRBN, RPA1, AP2B1, RAB11A, GATAD2B, SCAF4, PHF5A, PSMC3, PSMC1, SLMAP, CAPZA1, LPCAT3, CAPZA2, BCCIP, ACTG1, YY1, PPP1CB, STK10, ARHGDIA, CWC22, ACAA1, AP2M1, KPNA1, RAB2A, MAP2K3, MORC3, FBXW11, MUL1, ANXA11, ATP1B3, PPP4R3B, VRK3, PGD, RNF41, ACLY, ILF3, PRPF6, TMX3, TMX2, TMX1, PSPC1, CMPK1, SPNS1, FKBP8, SRSF3, ANAPC5, TNIK, LRIF1, UTRN, SNRNP200, SRSF7, KPNB1, ANKRD17, COPB2, LRRC59, DDX6, KHDRBS1, PSMD11, RAB5C, PSMD14, MAZ, HTRA2, ISOC1, BRIX1, ZC3H15, SMAD2, HSPA8, CPSF7, SDF2L1, CBX3, FUS, EEF2, COPS3, CNOT1, CNOT8, GCLM, EIF4G1, YWHAE, HSP90AB1, CCDC47, HP1BP3, ILK, HSPB1, PSIP1, CHD2, ELAVL1, LMNB1, LASP1, CASP8, YWHAQ, ADGRE5, IDH3B, ACP1, LBR, SUN2, ACTR2, RBM17, ADSL, PDCD6IP, PDPK1, VPS13C, BUD31, CKAP2, VPS37B, SAFB, RANGAP1, DDX50, TSN, DDOST, PATL1, PTBP3, DNAJC3, DNAJC7, TBC1D4, ATP6V1B2, MYH9, LUC7L3, MVD, LCP1, LUC7L2, CERS2, TRABD, RAB1A, PRPS1, USP15, LUZP1, NUFIP2, DDX24, POLDIP2, VPS4A, DDX23, DDX21, SPG7, ADD1, LMF2, PPM1G, GNA13, UGP2, MAT2A, FIP1L1, PABPN1, ABCF2, DCAF13, ABCF1, PTPN1, DUT, NOP58, WTAP, NDUFA2, ATP2B4, PDAP1, CDC5L, NAP1L1, DEK, ATP2B1, PML, CUL4A, SNRK, SNRNP40, EIF3L, IMPDH2, EIF3I, POLR3E, EIF3H, SSBP1, EIF3F, RBMX, SMAP1, PTPN2	807	2969	19712	2.451676827423233	9.834946308813605E-51	3.2783154362712014E-51	2.825935820597414E-51
BIOGRID_INTERACTION	23476:bromodomain containing 4(BRD4)	186	22.906403940886698	1.675340001253674E-49	TCERG1, CCNH, PDCD5, BCCIP, HNRNPU, PPP2R2A, CCAR2, ACTG1, TXNDC17, UBE2L3, CCAR1, YY1, PPP1CB, LGALS3, HMGN4, RNF114, LGALS1, PPP4R2, PPP2R1A, ARHGDIA, PSMD3, BANF1, CPNE3, AP2M1, MAP2K3, ATG3, IK, KDM2A, KDM2B, NSMCE3, PPP4R3B, WBP11, PGD, ACLY, ILF3, MYL6, RNF126, EBNA1BP2, PRPF6, PPA1, PSPC1, MORF4L2, CLNS1A, PSME3, CMPK1, UQCRC1, SRSF3, S100A4, PHPT1, SNRNP200, SRSF7, PPID, KPNB1, SRSF9, FKBP5, COPB2, LRRC59, KHDRBS1, FLII, CTR9, BOD1L1, NOLC1, IQGAP1, RTF1, HTATSF1, HNRNPLL, GTF2E2, LDHB, LARP1, BAG1, BRIX1, LTA4H, LYAR, S100A11, HSPA8, PRPF38B, CREBBP, CPSF7, ZRANB2, CBX3, XRCC5, FUS, SMARCA5, IRF2BP2, EEF2, HNRNPL, CCT6A, FIBP, SNW1, COPS5, TADA3, PAF1, FARSA, EIF4G1, YWHAE, GPI, SETD2, HSP90AB1, HP1BP3, CCDC124, OLA1, ADK, PSIP1, DPY30, HSPB1, CHD2, ELAVL1, PQBP1, LMNB1, RBM4, LASP1, SART3, TRIM4, YWHAQ, ACP1, SPTAN1, NELFE, CCT3, CCT2, RBM17, PDCD6IP, ANXA1, ATRX, ANXA5, ZFR, PRPF40A, NUTF2, KIF22, BAZ1B, SAFB, DDX50, DDOST, MED28, GNL3, RNF168, HADHA, DNAJC7, SLTM, HNRNPH1, CSDE1, MYH9, DNAJC9, TKT, GART, SF3B2, NUFIP2, UHRF2, DDX23, CAPG, CENPC, PPM1G, MAT2A, IFI16, PABPN1, FIP1L1, PSMB3, PSMB1, FLNA, VHL, ABCF1, CCT4, NOP58, SF3A2, TAF12, RPA1, CDC5L, NAP1L1, DEK, GATAD2B, PML, NAP1L4, CUL4A, SNRNP40, PHF5A, EIF3L, IMPDH2, APEX1, EIF3I, RPA3, EIF3J, QRICH1, SSBP1, EIF3F, RBMX, MPHOSPH8, PTPN2	807	1387	19712	3.2756209411342176	2.675853050002368E-45	6.68963262500592E-46	5.766520284315146E-46
BIOGRID_INTERACTION	4914:neurotrophic receptor tyrosine kinase 1(NTRK1)	218	26.84729064039409	5.5775262108487276E-45	TCERG1, HNRNPU, PPP2R2A, CCAR2, CCAR1, PSMD8, TBK1, PPP2R1A, PSMD3, BSG, CPNE3, SRRM2, SACM1L, SCAMP3, EML4, EWSR1, PPA1, CLNS1A, UQCRC1, VDAC1, FLII, CTR9, TWF1, IQGAP1, RTF1, VPS26B, HTATSF1, HNRNPLL, GSPT1, LDHB, SNX1, LARP1, RDH11, PCBP2, LTA4H, EDEM3, STAT5B, ST13, XRCC5, SMARCA5, IRF2BP2, STAM, SRPK1, PUM2, AIMP1, HNRNPL, CCT6A, CS, SNW1, NMT1, PAF1, FARSA, GPI, GDI1, ARPC1B, CCDC124, OLA1, C1QBP, SPTAN1, JAK1, NELFE, CCT3, CAP1, OFD1, CCT2, DBNL, ANXA5, AP3B1, PRPF40A, MRPS7, LRRC41, GNL3, GAK, HADHA, AFTPH, HNRNPH1, CSDE1, CANX, TAX1BP1, TKT, GART, PAFAH1B1, SF3B2, PPP2CA, LIMA1, LMAN1, LMAN2, CLPTM1, FLNA, EPS15, AASDHPPT, CCT4, BCAP31, YTHDF2, RPA1, AP2B1, RAB11A, GATAD2B, PSMC3, PSMC1, CAPZA1, APEX1, BCCIP, PPP1CB, ARHGDIA, CWC22, ZNF207, CAPN1, KPNA1, IK, ANXA11, PPP4R3B, WBP11, ACLY, ILF3, PRPF6, TMX3, HGS, PSPC1, PPIB, SNRNP200, SRSF7, KPNB1, PPID, FKBP5, SRSF9, ANKRD17, COPB2, LRRC59, DDX6, KHDRBS1, PSMD11, RAB5C, PSMD14, PLD3, RTN4, STIP1, RAP1A, G3BP2, ISOC1, BRIX1, ZC3H15, HSPA8, CPSF7, FUS, VTA1, EEF2, COPS3, COPS5, ARPC2, CNOT1, CDK4, AAK1, EIF4G1, YWHAE, USP36, ACADVL, HSP90AB1, CCDC47, HP1BP3, HSPB1, ELAVL1, LMNB1, RBM4, SART3, YWHAQ, PPP6R3, IDH3B, LBR, SUN2, ACTR2, ADSL, PDCD6IP, SAFB, RANGAP1, DDOST, EPN1, PATL1, DNAJC7, TBC1D4, ATP6V1B2, MYH9, LUC7L3, DNAJC9, LUC7L2, PRPS1, USP15, DDX24, DDX23, RAP1GDS1, DDX21, ADD1, PPM1G, GNA13, UGP2, MAT2A, FIP1L1, PABPN1, ABCF2, ABCF1, PTPN1, NOP58, CDC5L, NAP1L1, ATP2B1, PML, NAP1L4, VAPA, EIF3L, IMPDH2, EIF3I, EIF3J, EIF3H, QRICH1, SUGT1, EIF3F, RBMX, METAP2	807	1963	19712	2.7126474221675974	8.908424863967588E-41	1.7816849727935175E-41	1.5358276174193055E-41
BIOGRID_INTERACTION	9584:RNA binding motif protein 39(RBM39)	138	16.995073891625616	2.318725797384364E-42	HNRNPU, PPP2R2A, CCAR2, PPP2R1A, ARHGDIA, PSMD3, LAMP2, CWC22, ARL6IP4, BANF1, SRRM2, RAB2A, MBNL1, IK, WBP11, PGD, CDC40, ACLY, ILF3, EBNA1BP2, PRPF6, TMX1, PSPC1, PSME3, UQCRC1, SRSF3, HPRT1, PPIB, SNRNP200, SRSF7, KPNB1, SRSF9, COPB2, DDX6, KHDRBS1, PRDX3, LDHB, RAP1A, LARP1, PCBP2, G3BP2, BRIX1, LTA4H, BANP, HSPA8, CBX3, XRCC5, FUS, SMARCA5, IRF2BP2, EEF2, PUM2, SRPK1, HNRNPL, CCT6A, CS, LSM8, SNW1, COPS5, REL, RNPS1, FARSA, EIF4G1, YWHAE, GPI, ARF1, HSP90AB1, GDI1, CELF1, HP1BP3, PSIP1, HSPB1, ELAVL1, PQBP1, LMNB1, RBM4, YWHAQ, C1QBP, MLX, SPTAN1, CCT3, CCT2, ACTR2, ATRX, ZFR, PRPF40A, SAFB, DYNLL1, DDX50, GNL3, HADHA, HNRNPH1, CANX, NCBP3, DNAJC9, RBM23, TKT, LUC7L2, RAB7A, RAB1A, SF3B2, NUFIP2, DDX24, SF3B6, DDX23, DLST, DDX21, LIMA1, MAT2A, IFI16, PABPN1, PSMB3, PSMB1, FLNA, NOP56, NOP58, SF3A2, YTHDF2, CRBN, RPA1, CDC5L, NAP1L1, RAB11A, CUL4A, RAB10, SNRNP40, VAPA, PSMC3, EIF3L, IMPDH2, CAPZA1, PSMC1, EIF3I, RPA3, CAPZA2, EIF3H, EIF3F, RBMX	807	903	19712	3.7329183597014497	3.7034688435823063E-38	6.172448072637177E-39	5.320702796397987E-39
BIOGRID_INTERACTION	2033:E1A binding protein p300(EP300)	165	20.320197044334975	1.410240418674165E-41	BCCIP, HNRNPU, AHR, PWP1, CCAR2, PSMD8, YY1, PPP2R1A, ARHGDIA, PSMD3, LAMP2, CAPN1, AP2M1, SRRM2, RAB2A, ATG3, DAXX, IK, KDM2A, TRAPPC2L, CMC2, SACM1L, SLC30A5, CMC1, WBP11, FBXW2, CDC40, ACLY, MORF4L1, ILF3, EBNA1BP2, PRPF6, BRMS1, EWSR1, PSPC1, GRWD1, CLNS1A, PSME3, CMPK1, FKBP8, ANAPC5, SNRNP200, SRSF7, CGGBP1, KPNB1, SRSF9, COPB2, DDX6, KHDRBS1, RAB5C, FLII, MAZ, CTR9, RTF1, RTN4, LDHB, STIP1, SNX1, LARP1, RDH11, PCBP2, G3BP2, LYAR, BANP, SMAD2, HSPA8, CREBBP, CPSF7, CBX3, XRCC5, FUS, NFATC2, EEF2, FOSL2, SRPK1, AIMP1, HNRNPL, CCT6A, NFKBIA, SNW1, COPS5, TADA3, REL, PAF1, RNPS1, OLA1, PSIP1, ITGAL, ELAVL1, RBM4, LASP1, SART3, C1QBP, IDH3B, ACP1, NELFE, ACTR2, RBM17, ZFR, AP3B1, PRPF40A, RANGAP1, BAZ1B, SAFB, DDX50, PATL1, DDOST, SIRT2, GNL3, SLC7A5, HADHA, CREB1, SCNM1, SLTM, IRF1, CSDE1, IRF7, MYH9, NCBP3, DNAJC9, RBM23, TKT, GART, RAB1A, PRPS1, SF3B2, DDX24, SATB1, SF3B6, VPS4A, DDX23, CXXC1, GPS2, PPM1G, PPP2CA, IFI16, PABPN1, FIP1L1, FLNA, VHL, ABCF2, MEF2D, ABCF1, NOP56, RWDD1, PTPN1, NOP58, SF3A2, RPA1, CDC5L, NAP1L1, AP2B1, DEK, SCAF4, NAP1L4, CUL4A, EIF3L, APEX1, EIF3I, RPA3, EIF3J, EIF3H, PDCD2, EIF3F, RBMX	807	1272	19712	3.1685020223983535	2.252435996706376E-37	3.2177657095805377E-38	2.773741440615129E-38
BIOGRID_INTERACTION	7182:nuclear receptor subfamily 2 group C member 2(NR2C2)	171	21.05911330049261	3.5760730445351774E-41	TCERG1, PDCD6, BCCIP, HNRNPU, IKZF1, PWP1, CCAR2, NUBP2, NUDT4, CCAR1, YY1, PSMD3, CWC22, ARL6IP4, BANF1, CPNE3, AP2M1, KPNA1, SRRM2, MAP2K3, RAB2A, MBNL1, MORC3, PPP4R3B, VRK3, CDC40, ACLY, ILF3, MYL6, EBNA1BP2, PRPF6, EWSR1, PPA1, PSPC1, GRWD1, CMPK1, SPNS1, SRSF3, TBPL1, S100A4, PRKCQ, HPRT1, LRIF1, PPIB, SNRNP200, SRSF7, KPNB1, SRSF9, FKBP5, LRRC59, DDX6, RAB5C, PSMD14, CTR9, NOLC1, GSPT1, LDHB, STIP1, LARP1, PCBP2, BRIX1, LYAR, HSPA8, PRPF38B, CBX3, XRCC5, ST13, FUS, PYHIN1, SMARCA5, EEF2, PUM2, SRPK1, AIMP1, HNRNPL, CCT6A, CS, NSFL1C, SNW1, PAF1, RNPS1, FARSA, GCLM, EIF4G1, ACADVL, HSP90AB1, CELF1, ARPC1B, CCDC47, HP1BP3, DPY30, HSPB1, CHD2, AATF, ELAVL1, LMNB1, RBM4, UBL5, C1QBP, AP3S1, RAC1, LBR, CCT3, CCT2, ACTR2, PDCD6IP, BUD31, AP3B1, PRPF40A, KIF22, BAZ1B, MRPS7, SAFB, DYNLL1, DDX50, SRP9, PATL1, DDOST, PTBP3, GNL3, HADHA, HNRNPH1, CSDE1, CANX, MYH9, LUC7L3, LCP1, TKT, GART, MAPRE2, LUC7L2, RAB1A, PRPS1, SF3B2, DDX24, SF3B6, DDX23, DDX21, ADD1, GNAI2, PPP2CA, LMAN1, MAT2A, FLNA, ABCF2, DCAF13, AASDHPPT, ABCF1, CCT4, NOP56, NOP58, SF3A2, RPA1, CDC5L, NAP1L1, DEK, CUL4A, RAB10, SNRNP40, PHF5A, PSMC3, TAOK3, EIF3L, IMPDH2, PSMC1, EIF3I, RPA3, CAPZA2, EIF3F, RBMX, METAP2	807	1365	19712	3.0599942808121248	5.711703866731585E-37	7.139629833414481E-38	6.154421709645041E-38
BIOGRID_INTERACTION	2099:estrogen receptor 1(ESR1)	228	28.078817733990146	7.043444963322447E-41	TCERG1, CCNH, UXS1, PPP2R2A, ALKBH7, PWP1, CCAR2, TXNDC17, CCAR1, LGALS3, TBK1, PPP2R1A, BBX, SKP1, SRRM2, DAXX, MYL6, EWSR1, CLNS1A, GRWD1, UQCRC1, KDELR2, CGGBP1, GGNBP2, FLII, CTR9, TWF1, GATA3, IQGAP1, HNRNPLL, MYL12A, C12ORF57, CHTF8, LARP1, SYNGR2, PRKAR2A, PCBP2, LYAR, S100A10, PRPF38B, CREBBP, ZRANB2, XRCC5, SMARCA5, IRF2BP2, NFATC2, LNPEP, SRPK1, FOSL2, PUM2, CCT6A, SNW1, NMT1, FARSA, CALM1, SETD2, TRAM1, MRPS16, CCDC124, OLA1, AATF, PQBP1, AKAP13, ZMYM2, PPP3CC, C1QBP, SEC61B, RAC1, JARID2, UBXN4, SPTAN1, JAK1, ELOVL1, CCT2, DBNL, CNOT6L, NCOA4, MRPS23, NME3, AP3B1, KIF22, BAZ1B, MRPS7, SRP9, GNL3, SLC7A5, HADHA, AFTPH, CSDE1, SF3B6, GNAI2, PPP2CA, LIMA1, AP2S1, FLNA, CD59, EPS15, CCT4, YTHDF2, SF3A2, MCRS1, RPA1, AP2B1, RAB11A, GATAD2B, SCAF4, PSMB9, PSMC1, APEX1, LAMTOR1, MPHOSPH8, PDCD6, AHR, ARHGDIA, LAMP2, ZNF207, BANF1, KPNA4, ACAA1, AP2M1, KPNA1, IK, KDM2A, KDM2B, VRK3, CDC25B, MORF4L1, ILF3, PRPF6, TMX2, PSPC1, MORF4L2, MYADM, FKBP8, SRSF3, CHMP4B, ANAPC5, LRIF1, UTRN, PPIB, SRSF7, PPID, FKBP5, ANKRD17, DDX6, KHDRBS1, INO80E, RAB5C, MAZ, COX7A2, GTF2E2, STIP1, RAP1A, BAG1, G3BP2, SKIL, ZC3H15, SMAD2, HSPA8, CPSF7, CBX3, FUS, EEF2, COPS5, TADA3, AAK1, CNOT8, EIF4G1, YWHAE, USP36, HSP90AB1, CCDC47, HP1BP3, DPY30, HSPB1, PSIP1, CHD2, ELAVL1, LMNB1, RBM4, SART3, YWHAQ, PPP6R3, SUN2, ACTR2, ATRX, CKAP2, SAFB, DDX50, EPN1, PTBP3, DNAJC7, TRAF3, ATP6V1B2, MYH9, LUC7L3, DNAJC9, RBM23, LUC7L2, CERS2, LUZP1, NUFIP2, POLDIP2, DDX21, MFF, FIP1L1, WHAMM, ABCF2, DCAF13, ABCF1, NOP56, DUT, NOP58, CDC5L, NAP1L1, DEK, NAP1L4, RAB10, VAPA, EIF3L, IMPDH2, EIF3I, EIF3J, EIF3H, SSBP1, EIF3F, RBMX, TNRC6B	807	2243	19712	2.4829200138555807	1.1249790295418614E-36	1.2499766994909571E-37	1.0774905583891496E-37
BIOGRID_INTERACTION	23376:UFM1 specific ligase 1(UFL1)	143	17.610837438423648	8.243727210564829E-41	NDUFA11, HNRNPU, PPP2R2A, PWP1, ACTG1, PSMD8, PPP2R1A, PSMD3, BSG, BANF1, AP2M1, KPNA1, SRRM2, MBNL1, IK, ACLY, ILF3, MYL6, PRPF6, MTHFD2, EWSR1, PSPC1, GRWD1, CLNS1A, FKBP8, SRSF3, SNRNP200, SRSF7, KPNB1, SRSF9, COPB2, LRRC59, DDX6, KHDRBS1, PSMD11, PSMD14, GLO1, MAZ, TWF1, HNRNPLL, PRPSAP1, PRDX3, LDHB, LARP1, ATG101, PCBP2, G3BP2, BRIX1, LYAR, ZC3H15, IVNS1ABP, HSPA8, PRPF38B, CPSF7, CBX3, XRCC5, FUS, UPF3B, EEF2, SRPK1, HNRNPL, CCT6A, COPS3, SNW1, ARPC2, TMEM11, CDK4, RNPS1, FARSA, TMEM9B, EIF4G1, YWHAE, MRPS16, HSP90AB1, CCDC47, HP1BP3, PSIP1, ELAVL1, LMNB1, YWHAQ, RB1CC1, C1QBP, CASP4, PPP6R3, SEC61B, ACP1, SPTAN1, LBR, JAK1, CCT3, CCT2, RBM17, MRPS26, TSC22D3, MRPS23, PRPF40A, MRPS7, DYNLL1, DDX50, DDOST, GNL3, DNAJC7, HNRNPH1, CSDE1, CANX, UFC1, MYH9, LUC7L3, GART, LUC7L2, PRPS1, SF3B2, DDX24, SF3B6, DDX23, DDX21, LIMA1, LMAN1, MAT2A, PABPN1, FIP1L1, PSMB1, FLNA, ABCF2, ABCF1, CCT4, NOP56, BCAP31, PTPN1, NOP58, SF3A2, CDC5L, NAP1L1, AP2B1, DEK, PHF5A, PSMC3, IMPDH2, CAPZA1, EIF3I, SSBP1, EIF3F, RBMX	807	995	19712	3.5105091753687896	1.3166881100714145E-36	1.3166881100714144E-37	1.1349963623505656E-37
