Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0002181~cytoplasmic translation	77	3.752436647173489	1.1195543951277935E-61	RPL4, RPL5, RPL30, RPL3, RPL32, RPL31, RPL34, RPLP1, RPLP0, RPL10A, RPL8, RPL9, RPL6, RPL7, RPS4X, RPS15, RPS14, RPL7A, RPS17, RPL18A, RPS18, RPL36, RPLP2, RPL35, RPL38, RPL37, RPS11, RPL39, RPS10, RPS13, RPS12, RPS9, RPL21, RPS7, RPS8, RPL23, RPS5, RPL13A, RPS3A, FTSJ1, RPL37A, RPL24, RPL27, RPL26, RPL29, RPL28, UBA52, RPL10, RPL12, RPL11, RPL36A, RPS15A, RPS3, RPL14, RPL13, RPS2, RPL15, RPL18, RPL17, ZC3H15, RPL19, RWDD1, RPL41, RPL35A, RPL23A, RPS26, RPS25, RPS28, RPS27, RPS29, RPL27A, DRG1, RPS20, RPL22L1, RPS21, RPS24, RPS23	1944	90	19256	8.474577046181984	5.9078885430893665E-58	5.9078885430893665E-58	5.761226917327625E-58
GOTERM_BP_DIRECT	GO:0006412~translation	97	4.7270955165692	1.2874758155323948E-39	RPL4, RPL5, RPL30, RPL3, RPL32, RPL31, RPL34, RPL10A, RPL8, RPL9, RPL6, RPL7, RPS15, RPS14, RPS17, RPL18A, RPL36AL, RPS18, RPL36, RPL35, RPL38, RPL37, RPS11, RPL39, RPS10, RPS13, RPS12, RPS9, RPL21, RPS7, RPS8, RPS5, RPL23, EEF1A1, RPL24, RPL27, RPL26, RPL29, RPL28, UBA52, RPS4Y1, GSPT1, EIF4EBP2, RPL41, MRPL27, MRPL28, AIMP1, RPS26, RPS25, RPS28, RPS27, COPS5, NACA, RPS29, RPL27A, RPS20, RPS21, RSL24D1, RPS24, RPS23, EIF4G1, MRPS16, RPLP1, RPLP0, MRPL32, RPS4X, RPL7A, RPLP2, METTL17, MRPS23, MRPL49, RPL13A, RPS3A, MRPS7, MRPL43, RPL37A, RPL10, RPL12, RPL11, RPL36A, RPS27L, RPS15A, RPS3, RPL14, RPL13, RPS2, RPL15, PAIP2, RPL18, RPL17, ABCF1, RPL19, RPL35A, RPL23A, TNIP1, RPS6KB2, RPL22L1	1944	215	19256	4.46892525600536	6.794009878564448E-36	3.397004939282224E-36	3.312675273364852E-36
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	122	5.9454191033138395	2.4829227147173053E-14	CYFIP2, UBE2D2, ZFAND6, PDCD5, PRF1, CIB1, GHITM, AHR, NR3C1, CCAR1, TIAL1, UXT, LGALS1, PPP2R1A, RASSF5, ZC3H12A, TNFSF10, EP300, SH3GLB1, DAXX, CSNK2A1, MUL1, MFSD10, RRAGA, BRMS1, PSME3, DDIT4, ELMO1, FKBP8, VDAC1, RAF1, PPID, DAP3, RTN3, KMT2A, DIABLO, CUL1, RTN4, ZFP36L1, DEDD2, FXR1, INPP5D, BAG1, PMAIP1, PRELID1, XBP1, SIVA1, UBE2B, GADD45A, BFAR, NFKB1, AIMP1, NFKBIA, CYCS, OGT, MYD88, TNFAIP8, ITGB2, TNFAIP3, TRIAP1, CTSS, CASP8, CASP3, C1QBP, BCL7B, CASP4, TRIM69, IKBKG, CTSC, RBM5, HTATIP2, PDCD6IP, PARP1, TNFRSF18, CKAP2, NME3, TRAF1, DYNLL1, TGFBR2, TNFRSF1A, DDB1, SLTM, TRAF3, IRF1, TAX1BP1, TNFRSF25, BIRC6, FAM32A, CD47, BIRC2, SLC25A6, BIRC3, PPP1R15A, RNF34, IFI6, CXCR4, C3ORF38, PPP2CA, BCLAF1, MIEN1, PUF60, CXCR3, RPS3, BNIP2, BID, MEF2D, DEDD, BCAP31, GZMA, GZMB, CFLAR, CDK11B, PML, SOD1, CD2, PDCL3, STK17A, TNIP2, STK17B, BAX, FAS, PDCD2	1944	594	19256	2.0344321126214133	1.312336905812117E-10	4.190285790853297E-11	4.0862631570458726E-11
GOTERM_BP_DIRECT	GO:0008380~RNA splicing	61	2.9727095516569197	3.176263627707635E-14	TCERG1, YBX1, CCAR2, RBM4, PTBP1, LGALS3, SYNCRIP, PPP4R2, PPP2R1A, C1QBP, ARL6IP4, CIR1, RBM5, MBNL1, PRMT1, WBP11, THOC7, PTBP3, JMJD6, SCNM1, PRPF6, CLNS1A, ZNF638, SNRNP27, LUC7L3, SRSF4, HNRNPH3, RBM23, SRSF7, SLU7, SF3B2, DDX5, DDX23, IWS1, PPP2CA, BCLAF1, PUF60, U2AF2, SAP18, SRSF11, IVNS1ABP, SRPK2, RBM39, PRPF38B, ZRANB2, TAF15, SF3A2, WTAP, FUS, NONO, SREK1IP1, USB1, SRPK1, SMU1, SNRNP40, SON, ACIN1, RNPS1, CDK12, FAM50A, ZPR1	1944	209	19256	2.891035107409377	1.675573013670828E-10	4.190285790853297E-11	4.0862631570458726E-11
GOTERM_BP_DIRECT	GO:0000398~mRNA splicing, via spliceosome	59	2.875243664717349	4.1252380859110384E-14	DDX46, EIF4A3, PPWD1, HNRNPU, PRPF19, UBL5, RBM4, SYNCRIP, SART3, CWC22, RBM5, SRRM2, IK, BUD31, PRPF40A, PLRG1, CDC40, PRPF6, DDX39A, HNRNPH1, FRG1, SNRNP27, SRSF3, PPIE, SRSF4, PPIH, SRSF5, HNRNPH3, SRSF6, SNRNP200, SRSF7, SLU7, SF3B2, DDX5, SF3B6, DDX23, C9ORF78, HTATSF1, RNF113A, ZMAT2, U2AF2, PPP1R7, TRA2B, SF3A3, HSPA8, PRPF38B, SF3A2, CDC5L, CWC15, SMU1, LSM8, XAB2, SNRNP40, SNW1, PHF5A, HNRNPF, RBM42, RNPS1, RBMX	1944	199	19256	2.936761999296896	2.1794166471522658E-10	4.35377627587051E-11	4.245695038019641E-11
GOTERM_BP_DIRECT	GO:0050821~protein stabilization	63	3.070175438596491	2.2064775360363194E-13	USP36, RPL5, HSP90AB1, CCNH, USP33, PHB2, UXT, RASSF1, LAMP1, LAMP2, CHORDC1, ZNF207, EP300, PIM2, GOLGA7, SOX4, CCT3, CCT2, MORC3, HSP90AA1, CSNK2A1, CAMLG, RPS7, DNAAF2, RPL23, TESC, MUL1, ATP1B3, PYURF, CREB1, CDC37, PPIB, PFDN6, STX12, SEL1L, TAF9, RPL11, PIK3R1, RTN4, HSPD1, BAG1, POLR2E, CDC37L1, FLNA, VHL, CCT8, CCT4, ATF7IP, CD74, NPM1, CRTAP, UBE2B, USP9X, PYHIN1, PML, CCT6A, PDCL3, TNIP2, PRKRA, PIN1, STUB1, CALR, HSPA1B	1944	229	19256	2.725052563480511	1.1641131392181592E-9	1.940596992943943E-10	1.8924222334071498E-10
GOTERM_BP_DIRECT	GO:0006413~translational initiation	27	1.3157894736842104	2.0815954898333656E-12	EIF4A2, EIF4A1, DDX3X, RPS17, LARP1, EIF4H, RPS3, EIF4B, ABCF1, PAIP1, RPS5, RPS3A, EIF2S2, EIF3M, COPS5, EIF3K, EIF3L, EIF3I, EIF3J, EIF3G, EIF3H, EIF3E, EIF3F, EIF3D, EIF1B, EIF3A, EIF4G1	1944	55	19256	4.862626262626263	1.0984376963563136E-8	1.5692256285500958E-9	1.5302700558117856E-9
GOTERM_BP_DIRECT	GO:0006397~mRNA processing	61	2.9727095516569197	3.035639740691756E-12	TCERG1, CELF1, CELF2, ADAR, YBX1, CCAR2, TSEN54, RBM4, PTBP1, LGALS3, PPP4R2, C1QBP, PAPOLA, ARL6IP4, CIR1, RBM5, MBNL1, CNOT6L, SSU72, WBP11, THOC7, PTBP3, JMJD6, XRN2, SNRNP27, SRSF4, SRSF5, RBM23, SNRNP200, SRSF7, SRSF9, TSEN34, KHDRBS1, SF3B2, HNRNPLL, IWS1, ZFP36L1, BCLAF1, PABPN1, PUF60, FIP1L1, U2AF2, HSF1, SAP18, SRSF11, SF3A3, RBM39, PRPF38B, CPSF7, ZRANB2, SF3A2, WTAP, NONO, SREK1IP1, HNRNPL, NUDT21, SON, ACIN1, CDK12, FAM50A, ZPR1	1944	230	19256	2.6270710323850426	1.6019298110236946E-8	2.0023838639537994E-9	1.952675263199972E-9
GOTERM_BP_DIRECT	GO:0006457~protein folding	50	2.4366471734892787	1.531170075177578E-11	HSP90AB1, CCDC47, NGLY1, NUDCD2, CCT3, PDIA3, WDR83OS, CCT2, HSP90AA1, VBP1, PDIA6, PDIA4, DNAJC7, CDC37, DNAJB11, CANX, ERP29, FKBP8, PPIE, PPIH, PFDN4, PPIB, PFDN6, PPID, FKBP5, CDC123, HSPD1, DNAJB1, LMAN1, HSPH1, GRPEL1, DNAJB6, CDC37L1, CCT8, CCT4, RANBP2, HSPA8, HSPA4, ST13, NFYC, TTC1, TBCC, HSPE1, CCT6A, FKBP1A, ERP44, PDCL3, ANP32E, CALR, ZPR1	1944	174	19256	2.846364883401921	8.08001113794532E-8	8.9777605407912E-9	8.754890229848686E-9
GOTERM_BP_DIRECT	GO:0042274~ribosomal small subunit biogenesis	30	1.461988304093567	5.2641452205804814E-11	RPS19BP1, AATF, WDR46, RPS15, RRP7A, RPS4X, RPS14, FBL, RPS17, RPS15A, NOB1, RPS11, RPS13, METTL17, RPS12, NOP56, NPM1, NOP58, RPS9, RPS7, RPS8, RPS5, NGDN, DNTTIP2, RPS3A, RPS25, RPS28, RPS27, RPS24, RPS23	1944	75	19256	3.9621399176954735	2.777888760130409E-7	2.7778894329003203E-8	2.708929130510716E-8
