molecule X	molecule Y	r1	p1	r2	p2	p (difference)	(r1-r2)	lfdr (in cond. 1)	lfdr (in cond. 2)	lfdr (difference)
MTRNR2L8	MTRNR2L12	0.578808807446129	2.83190700319722e-10	0.871644232299445	4.11919975043641e-32	2.24324060904557e-06	-0.292835424853316	3.18334592897197e-07	3.10316742374256e-26	0.0047371417659512
MTRNR2L8	GSTP1	0.18704758902544	0.062400157697573	-0.384976630130971	7.65590321317096e-05	3.4004324216852e-05	0.572024219156411	0.353969382717298	0.0132846898058481	0.0211507745257654
MTRNR2L8	IL2RB	-0.184384548335784	0.0662921186826433	0.368616758322612	0.00016090162527615	6.52851328766246e-05	-0.553001306658396	0.365402499782641	0.0237883576030081	0.0327796978479749
MTRNR2L8	CD247	-0.216441220149686	0.0305482425499476	0.340122015993519	0.00053561329486897	6.37475415856681e-05	-0.556563236143205	0.237887451500739	0.0475212823199397	0.0327796978479749
HLA-DRA	FTH1	0.462093268239637	1.30061909129855e-06	-0.0644967929773411	0.523783998163997	8.43549691806889e-05	0.526590061216978	0.000317543079229637	0.924309455642512	0.0327796978479749
HLA-DRA	CREM	0.286812335855529	0.00381451084226175	-0.349613411714366	0.000363323470480243	4.28589968404225e-06	0.636425747569895	0.0784345221797686	0.0402256929893229	0.00488456345886361
HLA-DRA	ACTB	-0.0153422407255167	0.879579411195008	0.519934150745093	2.96067491488466e-08	3.78924767705513e-05	-0.535276391470609	1	4.33713799669295e-05	0.0216086040901821
HLA-DRA	BTG1	0.338297877469605	0.000576291349887841	-0.327207682965846	0.000890846479246388	1.44788892408876e-06	0.665505560435452	0.0222245973706808	0.0615161096309274	0.00320245940289775
HLA-DRA	AC090498.1	0.185127369987052	0.0651872116158712	-0.413620753664458	1.89099743201211e-05	1.25189653781277e-05	0.59874812365151	0.365402499782641	0.00637019882515693	0.0112360068723817
HLA-DRA	ATP1B3	0.332334711147665	0.000729838430989701	-0.250304710685374	0.0120152389504749	2.82923765244636e-05	0.582639421833039	0.0260644819573057	0.223877201389736	0.0188612173111493
HLA-DRA	ID2	-0.0536327166867724	0.596135587676585	0.449193141457612	2.76166910299112e-06	0.000182291736806839	-0.502825858144385	0.947792152278898	0.0019197091922216	0.0486804446500295
HLA-DRA	RPL41	0.205915741824579	0.039845177965371	-0.317326467281528	0.00129566308245192	0.000181280481185597	0.523242209106107	0.288772671920445	0.078647405637297	0.0486804446500295
MT1E	MT2A	0.901211306353705	2.30429312586239e-37	0.629442920733715	2.31043295226336e-12	2.73948464579732e-07	0.27176838561999	1.19320947488857e-32	2.60359064519684e-08	0.00139056612367715
HLA-DQA1	HLA-A	0.101997993205755	0.312594599908401	-0.478618516878207	4.73405407525419e-07	1.40879300409846e-05	0.580616510083962	0.761343382224298	0.000480564644463716	0.0112360068723817
HLA-DQA1	HLA-C	0.178723446732738	0.075220363741841	-0.397763339048741	4.16643511868722e-05	2.78921658247722e-05	0.576486785781479	0.383588972869623	0.0102840106558743	0.0188612173111493
HLA-DQA1	CREM	0.306015127157838	0.00195941961446604	-0.279846716709852	0.00480450889685548	2.62243763031744e-05	0.58586184386769	0.0558250742614908	0.150294001103655	0.0188612173111493
HLA-DQA1	ACTB	-0.0527154345103213	0.602444021325064	0.466255403736515	1.01334583952477e-06	0.000101786596521602	-0.518970838246837	0.947792152278898	0.000834174019594417	0.0336831558427634
HLA-DQA1	BTG1	0.271380053242207	0.00631166640277901	-0.311309781358692	0.00161774291689124	2.9030566243593e-05	0.582689834600899	0.10211223544451	0.078647405637297	0.0188612173111493
HLA-DQA1	AC090498.1	0.173418055107141	0.0844415262672045	-0.465363735894239	1.06929943656582e-06	2.23473085436687e-06	0.63878179100138	0.395761351568276	0.000834174019594417	0.00472156469246419
HLA-DQA1	TNFAIP3	0.227831311915313	0.0226231845711003	-0.298853895593117	0.0025251696267302	0.000168702099345275	0.52668520750843	0.202021085621081	0.113183895443937	0.0436279958694686
HLA-DQA1	ID2	-0.0837256342261713	0.407565485832903	0.42998231675671	8.01821313531874e-06	0.000152410569759232	-0.513707950982881	0.84528299943064	0.00366262824888078	0.0436279958694686
HLA-DQA1	RPL41	0.229783878936368	0.021458740183884	-0.338511698056442	0.000571380825944879	4.43418041295995e-05	0.56829557699281	0.202021085621081	0.0492420113302442	0.0256200156824012
MT2A	HLA-A	-0.232560258148647	0.0198916843561592	0.30390305308582	0.00211301454328775	0.000125440776221897	-0.536463311234467	0.202021085621081	0.100109762463025	0.0376429613015248
MT2A	MT1X	0.861007202794859	1.55950520033689e-30	0.620626978523327	5.68111840389458e-12	6.95100292888995e-05	0.240380224271532	3.2693552237308e-24	6.67938026473448e-08	0.0327796978479749
MT2A	C1QBP	0.377054868731159	0.000110235598058459	-0.180628738933544	0.072113431530736	5.48257811727737e-05	0.557683607664703	0.007545968879585	0.497617431142077	0.0256200156824012
HLA-DRB1	HLA-A	0.116273765343557	0.249308112348066	-0.450413263702945	2.57519263230028e-06	2.7578924168159e-05	0.566687029046502	0.683401662323755	0.0015138801672243	0.0188612173111493
HLA-DRB1	HLA-C	0.21146911197708	0.0346819719604007	-0.329714415912843	0.000808462696794355	0.000104214458675811	0.541183527889923	0.266464661202454	0.0607103319270083	0.0376429613015248
HLA-DRB1	CREM	0.352065416312964	0.000328005693203492	-0.304637046093692	0.00205844621808917	2.00893750190723e-06	0.656702462406657	0.0158121847431314	0.100109762463025	0.00320245940289775
HLA-DRB1	ACTB	0.0315021234577493	0.755695812103032	0.521763655710412	2.59603796316847e-08	0.000138328440449476	-0.490261532252662	1	4.33713799669295e-05	0.0420960621430098
HLA-DRB1	BTG1	0.340186466849816	0.000534225451960394	-0.30285710088083	0.00219303286451729	3.40277264099242e-06	0.643043567730646	0.0222245973706808	0.100109762463025	0.0047371417659512
HLA-DRB1	AC090498.1	0.203928688023125	0.0418421476049272	-0.387548016316671	6.78779197654617e-05	1.80182606275281e-05	0.591476704339795	0.288772671920445	0.012688966210324	0.0161664860285162
HLA-DRB1	ATP1B3	0.38842158890009	6.5143780101811e-05	-0.213641809322982	0.032821126676082	1.26530368567135e-05	0.602063398223072	0.00565914293570623	0.370803581290034	0.0112360068723817
HLA-DRB1	MT-ATP8	0.0810055002150974	0.423022550194505	-0.428879533212557	8.50755829099078e-06	0.000170853754995592	0.509885033427654	0.84528299943064	0.00415712399188167	0.0436279958694686
HLA-DRB1	RPS29	0.141247917548256	0.160987120923921	-0.399016406151124	3.91996889198446e-05	8.40594023820973e-05	0.54026432369938	0.586597014136313	0.0102840106558743	0.0327796978479749
HLA-DRB1	MT-ND3	0.27285551498737	0.00602216907457065	-0.265804274026697	0.00752013750086878	0.000119936652627439	0.538659789014067	0.10211223544451	0.185824019654455	0.0376429613015248
HLA-DRB1	ID2	-0.0202280248828439	0.841670234584685	0.475821630248293	5.63825953675124e-07	0.000180147808333864	-0.496049655131137	1	0.000480564644463716	0.0436279958694686
HSPA1A	HLA-A	0.111347386545782	0.270066910380434	-0.456447261585244	1.81519015397879e-06	2.54548906439833e-05	0.567794648131026	0.683401662323755	0.00149285784463643	0.0188612173111493
HSPA1A	HLA-C	0.245755865836759	0.0137172671170466	-0.436532300508429	5.61568267684124e-06	5.555308570937e-07	0.682288166345188	0.154525288827098	0.00342997919466029	0.00220450636947448
HSPA1A	ACTB	-0.385095021941839	7.61376396034515e-05	0.173792081745493	0.0837632446236931	5.11319761535844e-05	-0.558887103687332	0.00565914293570623	0.530923730686192	0.0256200156824012
HSPA1A	RPS2	-0.313922332102371	0.00146989636654363	0.220305325479368	0.0276306553483312	0.000132148035616453	-0.534227657581739	0.0413050017029298	0.33517466842815	0.0420960621430098
HSPA1A	TNFAIP3	0.320078544151086	0.00116876336276072	-0.227990311578981	0.0225263818090065	8.62142590318804e-05	0.548068855730067	0.0350117641002162	0.320952709125799	0.0327796978479749
HSPA1A	PRELID1	-0.34288159528036	0.000479059760897624	0.195133667685136	0.0517088826589035	0.000110958380633797	-0.538015262965496	0.0188193219797109	0.444422782146438	0.0376429613015248
