Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_MOLECULAR_FUNCTION	KW-0689~Ribosomal protein	91	4.434697855750487	5.642775914017917E-37	RPL4, RPL5, RPL30, MRPS16, RPL3, RPL32, RPL31, RPL34, RPLP1, RPLP0, RPL10A, RPL8, WDR46, RPL9, MRPL32, RPL6, RPL7, RPS4X, RPS15, RPS14, RPL7A, RPS17, RPL18A, RPL36AL, RPS18, RPL36, RPLP2, RPL35, RPL38, RPL37, RPS11, RPL39, RPS10, RPS13, RPS12, MRPS26, RPS9, RPL21, RPS7, RPS8, RPL23, RPS5, MRPS23, MRPL49, RPL13A, RPS3A, MRPS7, MRPL43, RPL7L1, RPL37A, RPL24, RPL27, RPL26, RPL29, AURKAIP1, RPL28, UBA52, DAP3, RPL10, RPL12, RPL11, RPL36A, RPS27L, RPS4Y1, MRPL54, RPS15A, RPS3, RPL14, RPL13, RPS2, RPL15, RPL18, RPL17, RPL19, GADD45GIP1, RPL41, MRPL27, RPL35A, MRPL28, RPL23A, RPS26, RPS25, RPS28, RPS27, RPS29, RPL27A, RPS20, RPL22L1, RPS21, RPS24, RPS23	1263	196	11872	4.3642121931908155	5.47349263659738E-35	3.1547674667740816E-35	2.894580459205085E-35
UP_KW_MOLECULAR_FUNCTION	KW-0687~Ribonucleoprotein	118	5.750487329434698	6.504675189224911E-37	RPL4, RPL5, RPL30, RPL3, RPL32, RPL31, RPL34, HNRNPU, RPL10A, RPL8, RPL9, RPL6, RPL7, RPS15, FBL, RPS14, RPS17, ZFP36, RPL18A, RPL36AL, RPS18, RPL36, RPL35, RPL38, RPL37, RPS11, RPL39, RPS10, RPS13, RPS12, RPS9, RPL21, RPS7, RPS8, RPS5, RPL23, HNRNPUL1, RPL7L1, NHP2, RPL24, RPL27, RPL26, RPL29, AURKAIP1, RPL28, UBA52, DAP3, SLBP, RPS4Y1, HNRNPLL, ZFP36L2, ZFP36L1, LARP1, PCBP1, PCBP2, RPL41, MRPL27, MRPL28, PA2G4, RPS26, HNRNPL, RPS25, LSM8, RPS28, RPS27, RPS29, RPL27A, HNRNPF, HNRNPD, RPS20, RPS21, RPS24, RPS23, MRPS16, RPLP1, RPLP0, WDR46, MRPL32, RPS4X, RPL7A, SYNCRIP, RPLP2, MRPS26, MRPS23, MRPL49, RPL13A, RPS3A, MRPS7, MRPL43, SRP9, HNRNPH1, RPL37A, HNRNPH3, RPL10, MVP, RPL12, RPL11, RPL36A, RPS27L, MRPL54, RPS15A, PUF60, RPS3, RPL14, RPL13, RPS2, RPL15, RPL18, RPL17, DCAF13, RPL19, NOP56, GADD45GIP1, NOP58, RPL35A, RPL23A, RPL22L1, RBMX	1263	314	11872	3.5324245679329875	6.309534933548163E-35	3.1547674667740816E-35	2.894580459205085E-35
UP_KW_MOLECULAR_FUNCTION	KW-0694~RNA-binding	183	8.91812865497076	1.5240620627779004E-28	EIF4A2, EIF4A1, RPL5, POP7, EIF4A3, HDLBP, HNRNPU, THUMPD1, MSI2, NR3C1, NUDT5, RPL8, NUDT4, RPL7, TIAL1, FBL, ZFP36, RPS18, ZC3H12A, PAPOLA, RPL37, RPS11, DDX17, ABT1, SRRM2, DDX18, MBNL1, RPS9, MORC3, KDM2B, ARID5A, GTF3A, THOC7, JMJD6, UHMK1, ILF3, DDX39A, HNRNPUL1, EWSR1, PSPC1, NCL, RPP21, NHP2, SRSF3, PPIE, SRSF4, SRSF5, SRSF6, SRSF7, SRSF9, ANKRD17, DDX6, KHDRBS1, SLBP, DDX5, DHX9, MAZ, BAZ2A, C9ORF78, ZC3HAV1, RPS4Y1, HTATSF1, HNRNPLL, ZFP36L2, ZFP36L1, FXR1, RRP7A, LARP1, ATXN1, PCBP1, DHX36, G3BP1, PCBP2, G3BP2, SAFB2, N4BP1, CHTOP, CPSF7, ZRANB2, FUS, NONO, UPF3B, PA2G4, PUM1, PUM2, AIMP1, ISG20, HNRNPL, CNOT4, LSM8, CNOT7, SON, HNRNPF, HNRNPD, RNPS1, GRSF1, CNOT8, EIF4G1, USP36, DDX3X, DDX46, PPP1R10, CELF1, CELF2, ADAR, YBX1, ELAVL1, OASL, RBM3, RPS4X, RBM4, PTBP1, SYNCRIP, SART3, NELFCD, RBM5, NELFE, RBM33, UPF2, EIF5A, RBM17, RBM18, ZFR, DDX54, TRNAU1AP, SAFB, DDX50, SRP9, TSN, PATL1, PTBP3, SLTM, HNRNPH1, CSDE1, ZNF638, FRG1, NCBP3, HNRNPH3, RBM23, DCP2, FYTTD1, NUFIP2, DDX24, SF3B6, RPL12, DDX23, RPL11, DDX21, BCLAF1, PUF60, PABPN1, FIP1L1, U2AF2, TRA2B, EIF4H, RPS3, EXOSC3, SRSF11, EIF4B, RANBP2, RBM39, NPM1, TAF15, YTHDF2, NIFK, RPL35A, CDC5L, RPL23A, U2SURP, SCAF4, NUDT21, PHF5A, PRKRA, IMPDH2, APEX1, EIF3G, RBM42, ACIN1, SLIRP, RBMX, EIF3D, EIF3A, TNRC6B	1263	753	11872	2.2844236671682236	1.4783402008945635E-26	4.927800669648545E-27	4.521384119574438E-27
UP_KW_MOLECULAR_FUNCTION	KW-0143~Chaperone	67	3.2651072124756335	1.1695765436404797E-13	HSP90AB1, CCDC47, HSPB1, UXT, PSMD9, SEC61A1, CHORDC1, COTL1, CCT3, UNC45A, WDR83OS, CCT2, DAXX, HSP90AA1, VBP1, DNAJB14, CNPY3, PDIA6, DNAJC3, DNAJC7, CDC37, DNAJB11, CANX, DNAJC9, PPIH, PFDN4, PFDN6, PPID, ASF1A, FKBP5, CDC123, SET, POMP, COX17, HSPD1, DNAJB1, GRPEL1, DNAJB6, BAG1, CDC37L1, DNAJB9, CCT8, CCT4, TIMM8B, HSPA9, CD74, HSPA8, NPM1, TOR1A, TIMMDC1, HSPA5, ST13, SGTA, TBCC, TBCB, HSPE1, ATOX1, NAP1L4, CCT6A, ERP44, PDCL3, CCS, NACA, ANP32E, PSMG2, CALR, HSPA1B	1263	239	11872	2.6351020516337207	1.1339928995823811E-11	2.836223118328163E-12	2.602307809600067E-12
UP_KW_MOLECULAR_FUNCTION	KW-0678~Repressor	120	5.847953216374268	2.4284995273269344E-10	TCERG1, HNRNPU, IKZF1, PRDM1, AHR, BACH1, PHB2, CCAR2, CCAR1, YY1, UXT, CHCHD3, ZC3H12A, CPNE1, CIR1, TRIM27, MAF1, TRIM22, DAXX, SAP30BP, ZGPAT, KDM2A, KDM2B, ZBTB38, NGDN, ARID5A, EID1, BRMS1, HNRNPUL1, EWSR1, KAT6B, PSPC1, KAT6A, SRSF4, LRIF1, SRSF6, SRSF7, ATF4, SRSF9, DNMT1, ZBTB1, CREM, SUPT4H1, BAZ2A, ZNF24, LARP1, ATXN1, ZNF706, DHX36, SAFB2, ZNF148, LYAR, BANP, HEXIM1, AKIRIN2, HSPA8, DR1, CBX3, NONO, IRF2BP2, FOXN3, PA2G4, SUPT5H, NFKB2, GON4L, CNOT7, CNOT1, BHLHE40, CNOT8, ZNF131, TCF25, PHF1, CELF2, NKAP, YBX1, MECP2, PTBP1, CHMP1A, MLX, NELFCD, NELFA, JARID2, NELFE, TGIF1, TSC22D4, RING1, EED, SAFB, PTBP3, RBL2, DNAJC3, CREB3, ZEB1, NCOR1, SLTM, IRF1, ZNF638, IRF2, TMF1, SATB1, HDAC1, GPS2, RELB, BCLAF1, PUF60, IFI16, U2AF2, TRA2B, NSD1, SAP18, DEDD, ATF7IP, PCGF5, CNBP, GATAD2B, REST, APEX1, SLIRP, RBMX, MPHOSPH8	1263	635	11872	1.776348027755438	2.355644612705987E-8	4.7112890830142526E-9	4.3227291586419436E-9
UP_KW_MOLECULAR_FUNCTION	KW-0156~Chromatin regulator	68	3.313840155945419	1.9346104499315096E-8	KDM5A, SETD5, SETD2, PHF20, PHF1, ARID4A, DPY30, JMJD1C, HNRNPU, ARID4B, RSF1, CHD4, IKZF1, CHD2, NR3C1, CHD1, SMCHD1, UIMC1, TLK1, JARID2, ARID2, HMGN3, TSPYL2, KDM6B, DAXX, KDM2A, KDM2B, RING1, C17ORF49, EED, ATRX, MSL3, ASH1L, RSBN1, RNF40, JMJD6, RNF168, RBL2, MORF4L1, NCOR1, KAT6B, MORF4L2, KAT6A, MTF2, WAC, ASF1A, KMT2E, NAA60, ENY2, DNMT1, MEAF6, KMT2A, SATB1, HDAC1, KMT2C, BAZ2A, NSD1, BPTF, BANP, CBX3, USP22, MCRS1, SMARCA5, UBE2A, DEK, KANSL1, ANP32E, OGT	1263	316	11872	2.0227507341371256	1.876570393521959E-6	3.1276202273892743E-7	2.869672167398406E-7
UP_KW_MOLECULAR_FUNCTION	KW-0010~Activator	123	5.994152046783626	9.961843410474317E-8	TCERG1, HNRNPU, RORA, IKZF1, AHR, BACH1, CCAR2, CCAR1, YY1, UXT, SOX4, ZBTB38, MED8, ARID5A, ARID5B, HNRNPUL1, KAT6B, PSPC1, KAT6A, TFAM, ATF4, ENY2, DNMT1, MEAF6, DHX9, FLII, KMT2C, CREM, SUPT4H1, GATA3, RTF1, HTATSF1, HIF1A, DHX36, MED31, LPXN, CAMTA1, STAT5A, STAT5B, XBP1, CREBBP, JUN, XRCC6, JUND, XRCC5, NONO, NFATC3, IRF2BP2, NFATC2, PBX4, SUPT5H, SMARCA2, NFKB1, NFKB2, NACA, REL, NFE2L2, KDM5A, SETD2, CELF1, MED19, YBX1, MED17, RBM4, PTBP1, MED10, MLX, UBTF, RFC1, PDPK1, NCOA4, NME2, VEZF1, ASH1L, DYNLL1, MED29, MED28, CREB3, ELF1, ZEB1, CREB1, ELF2, IRF1, MED21, ZNF638, IRF2, IRF7, TERF2IP, BDP1, BIRC2, NFAT5, ATF6B, CEBPG, CXXC1, GPS2, RNF4, MLLT3, RELB, IFI16, TRA2B, NSD1, HSF1, STAT4, MEF2D, ABCF1, ATF7IP, RBM39, CHURC1, STAT1, USP22, NFYC, NR1H2, STAT3, CDC5L, PNRC1, PML, KLF6, PHF5A, PITHD1, APEX1, CTNNB1, CEBPZ, RBMX	1263	724	11872	1.5969344234327634	9.662941898302968E-6	1.3804268725942982E-6	1.2665772336174487E-6
UP_KW_MOLECULAR_FUNCTION	KW-0396~Initiation factor	20	0.9746588693957114	4.557239683497034E-6	EIF4A2, EIF4A1, EIF2S2, EIF3M, EIF3K, EIF3L, EIF3I, EIF3J, EIF4H, EIF3G, EIF3H, EIF4EBP2, DENR, EIF3E, EIF3F, EIF1B, EIF3D, EIF3A, EIF4B, EIF4G1	1263	58	11872	3.241324705818112	4.4195556542725445E-4	5.525653116240154E-5	5.0699291478904507E-5
UP_KW_MOLECULAR_FUNCTION	KW-0699~rRNA-binding	11	0.5360623781676412	5.343117231775889E-4	RPS4X, RPL5, RPS9, KDM2B, RPS18, RPL11, RPL23A, RPL37, RPS4Y1, RPL8, RPS11	1263	29	11872	3.565457176399924	0.050521211184687775	0.005758693016469569	0.005283749262533935
UP_KW_MOLECULAR_FUNCTION	KW-0347~Helicase	29	1.4132553606237817	0.0015464069567602617	EIF4A2, EIF4A1, DDX6, DDX5, DDX3X, DDX46, DDX24, DHX9, DDX23, EIF4A3, DDX21, CHD4, CHD2, CHD1, DHX36, G3BP1, DDX17, DDX18, XRCC6, XRCC5, ATRX, SMARCA5, DDX54, HELZ, SMARCA2, DDX50, SETX, DDX39A, SNRNP200	1263	147	11872	1.854390528974852	0.139393216378908	0.015000147480574537	0.01376302191516633
